age,education_num,hours_per_week,capital_gain,capital_loss,sex_male,is_married,income_above_50k
37,11,40,0,0,1,1,1
43,10,40,0,0,0,0,0
54,9,55,0,0,1,1,1
47,9,40,0,0,0,1,0
27,10,45,0,0,1,0,0
53,10,60,0,0,1,1,1
40,10,17,0,0,0,1,1
27,9,40,0,0,1,0,0
44,7,40,0,0,0,0,0
41,9,30,0,0,0,0,0
27,10,80,0,0,1,1,0
51,10,40,0,0,1,1,1
36,9,40,1831,0,0,0,0
54,14,50,0,0,1,0,1
38,9,50,0,0,1,1,1
55,13,40,0,0,1,1,1
68,13,40,20051,0,1,1,1
26,9,52,0,0,1,1,1
48,9,48,3103,0,1,1,1
28,11,40,0,0,1,0,0
43,10,40,0,0,1,1,1
31,14,60,0,0,1,0,1
44,10,80,0,0,1,1,1
49,9,40,0,0,0,0,0
18,6,20,0,0,1,0,0
33,9,40,0,0,1,1,0
41,13,40,0,0,1,1,0
54,10,40,0,0,1,1,1
41,14,35,0,1902,0,1,1
20,10,36,0,1719,1,0,0
60,9,40,0,0,1,1,1
17,9,20,0,0,1,0,0
71,6,40,0,0,1,1,0
34,9,40,0,0,1,1,1
38,14,60,7298,0,1,1,1
43,13,42,0,0,0,1,0
31,14,25,0,0,0,1,1
38,9,40,0,0,0,1,0
22,9,50,0,0,0,0,0
60,10,48,15024,0,1,1,1
18,8,55,0,0,1,0,0
50,13,40,0,1977,0,1,1
33,10,56,0,0,1,1,1
62,10,98,0,1977,1,1,1
34,13,45,0,0,1,1,1
40,9,45,0,0,1,1,1
33,16,60,99999,0,1,0,1
29,9,40,0,0,0,0,0
27,14,40,0,0,0,0,0
38,13,40,0,0,1,1,1
36,15,50,7298,0,1,1,1
27,10,30,0,0,0,0,0
40,13,40,14084,0,1,0,1
32,10,50,0,0,1,0,0
33,13,40,0,0,1,1,1
32,11,50,0,0,1,1,1
49,14,50,0,0,0,1,1
26,13,40,0,0,0,0,0
37,10,50,0,0,1,1,1
58,10,40,0,0,1,1,1
39,6,40,0,0,1,1,0
81,13,4,0,0,1,1,1
42,10,40,0,0,1,1,1
64,9,50,0,0,1,1,0
19,9,30,0,0,1,0,0
40,10,50,0,0,1,1,1
34,14,50,0,1902,1,1,1
43,10,40,0,0,1,0,0
41,9,50,3325,0,1,0,0
49,13,75,0,0,1,1,1
57,9,45,0,0,1,1,1
45,14,50,15024,0,1,1,1
26,10,40,0,0,1,0,0
22,7,40,0,0,1,0,0
59,9,40,0,0,0,0,0
48,13,40,0,0,1,1,1
47,1,40,0,0,0,0,0
37,13,27,0,0,0,0,0
34,9,45,0,1887,1,1,1
54,16,50,0,0,0,0,1
57,10,48,0,0,1,0,1
39,12,40,0,0,0,1,1
18,7,40,0,0,1,0,0
41,10,40,0,0,0,1,1
41,10,46,0,0,1,0,1
35,9,25,0,0,1,0,0
56,10,40,0,0,0,0,0
35,10,60,0,0,1,1,1
40,9,50,2829,0,1,1,0
32,4,15,0,0,0,0,0
50,9,40,0,1485,1,1,1
25,11,30,0,0,1,0,0
36,13,45,0,0,1,1,1
39,9,40,0,0,1,0,0
17,5,40,0,0,1,0,0
39,9,40,0,0,0,0,0
55,9,35,0,0,1,1,0
45,10,47,0,1887,1,1,1
37,10,40,0,0,1,1,1
32,13,40,15024,0,1,1,1
43,9,24,0,1762,0,0,0
31,9,40,0,0,1,1,0
27,11,38,0,0,0,0,0
55,13,65,15024,0,1,1,1
52,11,20,0,0,0,1,1
45,9,50,0,0,0,0,1
33,10,50,7298,0,1,1,1
38,11,40,4386,0,1,1,1
40,10,60,0,0,1,1,0
28,9,40,0,0,1,1,0
46,12,40,0,0,1,0,0
22,11,40,0,1762,0,0,0
48,9,40,0,0,1,1,1
17,7,20,0,0,0,0,0
19,10,35,0,0,1,0,0
32,10,50,0,0,1,1,0
19,7,60,0,0,1,1,0
44,10,55,0,0,1,0,0
28,13,50,0,0,0,0,1
31,9,40,0,0,1,1,0
51,10,40,7298,0,1,1,1
32,15,40,0,0,1,1,1
19,9,15,0,0,0,0,0
46,14,44,4650,0,1,0,0
27,10,40,0,0,0,0,0
50,13,20,0,2415,0,1,1
71,11,38,11678,0,0,0,1
59,14,40,0,0,0,0,1
20,10,20,0,0,0,0,0
22,10,20,0,0,1,1,0
28,10,40,0,0,0,0,0
32,13,40,0,0,0,0,0
52,10,60,0,0,1,1,1
41,13,40,0,0,0,1,1
51,9,40,0,0,1,1,0
27,9,40,2174,0,1,0,0
49,13,60,0,0,1,1,1
55,9,40,0,0,1,1,1
51,14,55,0,0,1,1,1
54,9,40,0,0,1,1,0
31,10,28,0,0,1,1,0
38,13,24,0,0,0,1,0
35,9,40,0,0,0,0,0
44,10,40,0,0,1,1,1
57,15,60,99999,0,1,1,1
54,13,40,0,0,1,1,1
49,7,35,0,0,0,0,0
51,6,24,0,0,0,0,0
30,13,50,0,1848,1,1,1
23,13,50,13550,0,1,0,1
54,4,40,0,0,1,1,1
21,9,35,0,0,0,0,0
38,11,40,0,0,1,1,1
56,13,40,0,0,1,1,1
43,9,40,0,0,1,1,1
50,14,40,0,0,1,1,1
46,13,40,0,0,1,1,1
46,13,55,0,0,1,1,1
37,9,50,99999,0,1,1,1
36,13,48,0,0,1,1,1
36,10,55,0,0,1,0,0
23,9,35,0,0,0,1,0
54,14,45,0,0,1,1,1
47,10,45,7298,0,1,1,1
53,9,40,0,0,1,1,1
40,15,40,0,0,0,1,0
53,10,60,0,0,0,0,0
45,13,40,0,0,1,1,1
63,9,70,0,0,1,0,0
29,13,40,0,0,1,1,0
31,12,50,0,0,1,1,1
47,8,55,0,0,0,1,0
27,10,40,0,0,0,0,0
51,14,30,0,0,0,1,1
19,9,30,0,0,1,0,0
51,5,40,0,0,0,0,0
39,15,55,0,0,1,1,1
26,7,40,0,0,0,0,0
57,11,40,0,0,1,1,1
65,10,16,0,0,1,1,0
27,9,40,0,0,1,1,0
45,14,50,0,0,1,1,1
46,15,60,99999,0,1,1,1
26,9,50,0,0,1,1,0
54,4,40,0,0,1,1,0
29,10,35,0,0,1,0,1
41,15,46,0,0,1,1,1
22,9,40,0,0,1,0,0
35,13,50,5178,0,1,1,1
39,14,40,0,0,1,0,1
22,9,40,0,0,1,0,0
49,6,38,0,0,0,0,0
30,9,60,0,0,1,1,0
65,7,35,6418,0,1,1,1
50,16,50,15024,0,1,1,1
22,9,40,99999,0,0,0,1
53,15,60,0,0,1,0,1
46,11,40,0,1848,1,1,1
44,13,50,0,0,1,1,1
56,9,36,0,0,1,1,1
42,13,45,0,0,0,1,1
30,13,40,0,0,1,1,1
55,9,40,0,0,1,1,1
50,10,28,0,0,1,0,0
40,13,40,0,0,1,1,1
35,10,60,3908,0,1,1,0
38,13,35,27828,0,1,0,1
47,9,84,0,0,1,1,1
40,15,50,0,0,1,1,1
37,11,40,0,0,1,1,1
21,8,30,4508,0,0,1,0
20,10,20,0,0,1,0,0
48,9,48,0,0,1,1,0
42,11,40,0,0,1,1,1
36,2,20,0,0,0,0,0
54,13,40,0,0,0,0,0
47,10,40,0,0,1,1,1
17,7,15,0,0,0,0,0
51,12,45,5178,0,1,1,1
52,13,40,7688,0,1,1,1
40,13,24,0,0,0,1,1
39,11,50,0,0,1,1,1
66,3,15,0,0,0,0,0
31,10,40,0,0,1,1,1
60,10,40,0,0,1,0,1
23,13,15,0,0,0,0,0
62,13,40,0,0,1,1,1
23,9,48,0,0,1,0,0
42,12,60,0,0,1,1,1
52,9,40,0,0,1,1,1
26,13,20,0,0,0,0,0
36,16,40,0,0,1,0,0
23,10,40,0,0,1,1,0
32,13,45,0,0,1,1,1
28,13,50,0,0,1,1,1
35,10,30,0,0,1,0,0
27,9,50,0,0,1,0,1
33,6,40,0,0,1,1,0
39,15,45,0,0,1,1,1
44,13,55,0,0,1,0,0
25,13,40,0,0,0,0,0
48,13,40,0,1485,1,1,1
44,9,40,0,0,1,1,1
52,13,60,0,0,1,1,1
38,10,40,0,1902,0,1,1
41,13,50,0,0,1,1,0
23,6,10,0,0,1,1,0
25,10,20,0,0,0,0,0
21,1,50,0,0,1,0,0
51,9,40,0,0,1,1,1
55,10,38,0,0,1,1,0
47,13,40,0,0,0,0,0
41,13,45,0,0,1,1,1
48,9,40,0,0,1,1,1
21,9,40,0,0,1,1,0
33,10,40,0,0,1,1,0
61,14,40,0,0,0,0,1
60,9,38,0,0,0,0,0
30,10,50,0,0,1,1,0
23,10,30,0,0,1,0,0
42,9,45,7688,0,1,1,1
70,10,5,0,0,1,0,0
32,13,60,0,0,1,1,1
36,13,40,0,0,1,0,0
26,14,40,0,0,1,0,0
68,14,24,0,0,1,1,0
20,5,40,0,0,1,0,0
29,10,40,0,0,1,1,1
59,15,25,0,0,1,1,0
66,9,40,0,1825,1,1,1
52,14,40,0,1848,0,1,1
44,6,40,0,0,1,1,0
27,9,40,4386,0,1,1,1
31,13,45,0,0,1,0,1
22,10,40,0,0,1,0,0
32,9,40,0,0,1,1,1
38,10,40,0,0,0,0,0
26,7,25,0,0,1,1,0
58,9,55,7688,0,1,1,1
45,16,40,0,0,1,1,1
37,10,40,0,0,1,1,1
42,10,40,0,0,0,0,0
24,14,40,0,0,0,0,0
44,13,40,0,0,1,1,1
42,10,40,0,0,0,0,0
26,10,20,0,0,1,0,0
39,12,40,0,0,0,0,1
45,5,40,0,0,1,1,0
38,15,57,99999,0,0,0,1
26,9,30,0,0,1,0,0
24,14,38,0,0,0,0,0
28,9,45,0,0,1,1,0
18,10,16,0,0,1,0,0
39,9,42,0,0,1,0,0
38,9,60,0,0,1,1,0
29,9,40,0,0,1,1,0
29,13,35,0,0,1,0,0
39,13,40,0,0,1,0,1
48,10,40,0,0,1,1,0
34,10,50,7298,0,1,1,1
40,14,40,0,0,1,1,1
56,7,40,0,0,0,0,0
31,9,40,0,0,1,1,1
45,10,40,0,0,1,0,0
75,15,50,0,2174,1,1,1
31,13,40,0,0,1,0,1
63,9,40,0,0,1,1,1
46,16,35,0,0,1,0,0
90,13,50,10566,0,1,1,0
43,11,45,0,1887,1,1,1
44,9,40,0,0,0,0,0
36,13,40,0,0,1,0,0
27,13,40,0,0,1,0,0
35,11,44,0,0,1,1,1
30,13,40,0,0,0,0,0
19,9,15,0,0,1,0,0
53,12,80,0,0,1,1,1
30,15,45,0,0,0,0,0
33,10,25,0,0,0,0,0
34,13,50,0,0,1,1,1
39,10,40,0,0,1,1,1
33,14,50,0,0,1,1,1
44,14,60,0,0,0,0,0
44,13,35,0,0,1,1,1
21,10,40,0,0,0,0,0
23,10,20,0,0,0,0,0
32,9,40,0,0,1,1,0
43,13,40,0,0,1,1,1
28,13,50,0,0,1,0,0
40,9,40,0,0,0,0,0
20,9,30,0,0,0,0,0
35,9,40,8614,0,1,0,1
39,9,60,3103,0,1,1,1
41,14,40,0,0,0,0,0
37,9,40,0,0,1,1,1
46,10,50,0,0,0,1,0
38,13,40,0,0,1,1,1
37,6,30,0,0,1,1,0
41,13,45,0,0,1,0,0
46,16,40,0,0,1,1,1
57,9,60,0,0,1,1,1
28,9,40,0,0,0,0,0
41,10,54,0,0,1,1,1
23,10,30,0,0,1,0,0
48,10,45,5013,0,1,1,0
36,10,40,0,0,1,1,0
42,9,50,0,0,1,1,1
34,13,48,0,1887,1,1,1
53,16,40,10520,0,0,0,1
45,10,45,5721,0,0,0,0
18,10,12,0,0,0,0,0
45,9,40,0,0,1,0,1
40,13,40,0,0,1,0,0
27,9,38,0,0,1,0,1
42,14,40,0,0,1,1,1
21,10,25,0,0,1,0,0
17,8,45,0,0,1,0,0
34,13,40,0,0,1,1,1
30,10,45,0,0,1,0,0
33,9,30,0,0,1,0,0
54,14,68,0,0,1,1,1
79,16,35,20051,0,1,1,1
46,13,32,0,0,1,1,0
54,10,40,0,0,1,1,1
26,9,40,0,0,1,0,0
53,13,50,99999,0,1,1,1
41,9,40,0,0,1,1,0
35,13,45,0,0,1,1,1
28,9,40,0,1876,1,0,0
17,6,10,0,0,1,0,0
53,14,46,0,0,0,0,1
41,14,40,0,0,1,1,1
26,13,75,0,1977,0,1,1
35,13,40,0,0,1,0,0
25,13,40,0,0,1,0,1
45,11,40,0,1564,0,0,1
46,9,40,0,0,0,0,0
50,9,40,0,0,1,1,1
62,10,40,0,0,1,0,1
56,13,40,7688,0,1,1,1
22,11,60,0,0,1,0,0
67,9,50,9386,0,1,1,1
39,9,40,0,0,1,1,1
36,6,40,0,0,0,0,0
44,14,40,0,1887,0,1,1
18,7,16,0,0,1,0,0
40,9,45,15024,0,1,1,1
74,15,50,99999,0,1,1,1
53,9,40,0,0,0,0,0
32,13,40,0,0,0,0,0
22,13,40,0,0,1,0,0
37,13,36,0,0,0,0,0
41,9,54,0,0,1,0,0
20,12,20,0,0,0,0,0
29,9,40,0,0,0,0,0
33,13,40,0,0,1,1,0
55,13,38,7688,0,1,1,1
28,10,45,0,0,1,0,0
25,13,45,0,0,1,1,1
58,10,40,0,0,0,0,0
43,14,50,0,0,1,1,1
42,13,60,0,0,1,1,1
38,9,40,0,0,1,1,1
49,14,45,0,1977,1,1,1
44,9,40,0,0,1,1,1
33,6,45,0,0,0,0,0
50,9,40,0,0,1,1,1
57,13,45,0,0,0,0,0
24,9,20,0,0,0,0,0
56,6,40,0,0,1,0,0
59,10,56,0,0,1,0,0
31,12,40,0,0,1,0,0
37,9,40,0,0,0,0,0
40,9,40,0,0,0,0,0
62,10,40,0,0,0,0,0
42,9,60,0,0,1,1,1
33,10,40,0,0,1,0,0
31,13,40,0,0,1,1,0
55,11,40,0,0,1,1,0
46,10,40,0,0,0,1,0
26,13,20,0,0,1,0,0
17,6,20,0,0,1,0,0
33,9,60,0,0,1,0,0
39,9,50,0,0,1,0,0
49,13,50,0,1902,1,1,1
67,10,44,0,0,1,1,0
19,9,40,0,0,1,0,0
45,10,55,0,0,1,1,0
36,9,70,0,0,0,0,0
30,13,50,7688,0,1,1,1
42,13,40,0,0,1,1,1
31,13,45,0,0,1,1,0
23,9,55,0,0,1,1,0
47,9,40,0,0,1,1,1
28,11,55,0,0,1,0,0
35,10,40,0,0,1,1,0
52,15,60,0,0,1,1,1
43,10,92,0,0,1,1,1
58,9,40,0,0,1,1,1
25,13,40,0,0,0,0,0
50,9,50,0,0,1,0,0
54,10,40,0,0,0,0,0
53,9,40,0,0,1,1,0
32,12,40,0,0,0,0,0
49,10,40,0,0,1,0,0
32,11,35,0,0,0,0,0
30,5,40,0,0,1,1,0
40,10,48,0,0,0,0,0
25,13,40,0,0,0,0,0
57,6,20,0,0,0,0,0
36,13,60,0,0,1,0,0
39,12,40,0,0,0,0,0
50,9,40,0,0,1,1,0
75,9,40,0,0,0,0,0
46,13,40,0,0,1,1,1
39,11,40,14344,0,1,0,1
25,10,20,0,0,0,1,0
44,9,45,0,0,1,1,0
31,13,45,0,2246,1,1,1
50,9,50,0,0,1,1,1
42,13,40,7688,0,1,1,1
34,2,40,0,0,1,1,0
32,9,37,0,0,0,0,0
58,9,24,0,0,1,1,0
24,12,3,0,0,0,0,0
43,13,45,0,0,0,0,1
41,13,40,0,0,1,1,0
48,13,37,0,1902,1,1,1
32,9,40,0,0,1,0,0
64,4,40,0,0,1,1,0
47,3,55,0,0,1,1,1
47,9,35,0,0,0,0,0
42,7,40,0,1340,1,0,0
55,14,60,0,1977,1,1,1
33,9,50,0,0,1,0,0
44,15,60,0,0,1,1,1
57,9,44,0,1980,0,0,0
63,13,40,0,0,1,1,1
45,9,40,0,0,0,0,0
48,14,50,0,0,1,1,1
66,16,35,20051,0,1,1,1
38,9,40,0,0,1,1,0
37,9,50,0,1726,1,0,0
38,9,48,0,0,0,0,0
30,10,40,0,0,1,1,1
23,10,25,0,0,1,0,0
34,9,20,0,0,0,0,0
46,13,40,0,0,1,0,1
47,13,60,0,0,1,1,1
42,13,55,0,0,1,0,1
61,16,40,0,0,1,1,1
70,13,35,20051,0,1,1,1
54,14,50,0,0,1,1,1
28,9,40,0,0,1,0,0
42,10,40,0,0,1,0,0
48,9,40,0,0,1,1,0
27,13,40,0,0,1,0,0
35,13,35,7298,0,1,1,1
72,14,60,2329,0,1,0,0
39,9,40,7298,0,1,1,1
45,4,20,0,0,0,0,0
40,14,70,0,0,1,1,1
24,9,40,0,0,1,1,0
31,13,40,0,0,0,1,1
62,13,40,99999,0,1,0,1
38,10,60,0,0,1,1,1
53,14,48,0,0,1,1,1
20,9,40,0,0,1,0,0
21,10,40,0,0,0,0,0
49,12,60,15024,0,1,1,1
44,13,40,15024,0,0,1,1
43,9,40,0,0,0,1,0
22,10,12,0,0,1,0,0
39,13,40,0,0,1,1,1
50,9,50,7298,0,1,1,1
39,9,46,0,1887,1,1,1
36,9,55,0,0,1,1,1
34,9,50,0,0,1,0,0
54,10,48,0,0,1,1,1
30,13,55,0,0,1,1,0
53,14,50,0,0,1,1,1
37,9,55,0,0,1,1,0
33,9,40,0,0,1,1,0
41,9,40,0,0,1,0,1
48,9,40,0,0,1,1,1
59,13,60,0,0,1,1,1
40,10,40,0,0,1,1,0
41,13,50,0,0,1,1,1
38,10,30,0,0,1,1,1
48,10,40,0,0,1,0,0
43,10,40,0,0,0,1,0
23,10,25,0,0,0,0,0
24,9,44,0,0,1,1,0
34,10,40,0,0,1,1,1
46,11,38,0,0,0,0,0
20,9,48,0,0,1,0,0
31,13,50,14344,0,0,0,1
28,9,40,0,0,1,1,0
38,10,45,0,0,1,1,1
32,6,40,0,0,1,0,0
58,12,40,0,1848,1,1,1
65,6,40,0,0,1,0,0
42,9,35,0,0,0,1,0
47,14,50,0,0,1,0,1
35,9,40,0,0,0,1,1
35,9,80,0,0,1,1,1
32,10,35,0,0,1,1,1
37,16,45,14084,0,1,0,1
34,10,40,0,1887,1,1,1
29,13,50,0,0,0,0,0
46,13,44,0,0,1,1,1
29,13,50,0,0,0,1,1
26,10,35,0,0,1,0,0
37,13,30,0,0,0,1,1
36,1,40,0,0,1,0,0
36,13,45,0,2415,1,1,1
22,13,35,0,0,0,0,0
31,9,50,0,0,1,0,0
55,11,42,0,0,0,1,0
23,13,40,0,0,1,0,0
29,9,45,0,0,1,1,0
66,15,25,0,0,1,1,1
19,10,15,0,0,0,0,0
29,13,50,0,0,1,1,1
19,9,20,0,0,0,0,0
56,9,38,0,0,1,1,1
48,10,40,0,0,1,1,1
30,13,42,0,0,1,1,1
44,16,40,7688,0,0,1,1
34,6,40,0,0,0,0,0
32,9,50,5178,0,1,1,1
50,14,45,15024,0,1,1,1
38,9,50,0,0,1,1,1
21,10,12,0,0,0,0,0
30,11,41,0,0,0,0,0
47,9,45,0,0,1,0,0
17,7,10,0,0,0,0,0
36,14,70,0,0,1,1,1
59,4,40,0,0,1,0,0
28,15,85,0,0,0,0,0
40,9,50,0,0,1,1,0
62,13,45,0,0,1,1,0
36,9,70,0,0,1,0,0
31,2,40,0,2042,1,1,0
29,9,55,0,0,1,1,0
63,10,40,0,1887,1,1,1
61,13,40,0,0,1,1,1
42,10,40,15024,0,1,1,1
25,9,40,7298,0,1,1,1
54,13,40,0,0,1,0,0
38,14,40,0,0,0,0,0
42,15,38,0,0,1,0,0
22,10,30,0,0,1,0,0
47,13,60,0,0,1,1,1
75,9,40,3456,0,1,1,0
30,10,40,0,1902,1,1,1
47,9,40,0,0,1,1,1
40,6,50,0,0,1,1,0
39,13,60,15024,0,1,1,1
45,9,50,15024,0,1,1,1
63,15,40,0,0,1,1,1
52,9,48,0,0,1,1,1
38,13,40,0,0,1,1,1
32,10,60,15024,0,1,1,1
21,10,40,0,0,1,0,0
32,10,60,0,0,1,1,1
50,13,65,7298,0,1,1,1
38,13,40,15024,0,0,1,1
35,16,45,0,0,1,1,1
29,10,35,0,0,1,1,0
61,4,40,2885,0,1,1,0
40,11,40,0,0,1,1,0
55,10,40,0,0,1,0,0
25,4,50,0,0,1,1,1
64,10,35,2354,0,1,0,0
18,10,35,0,0,0,0,0
62,10,40,0,0,0,0,0
44,10,40,3103,0,1,1,1
39,16,80,0,0,0,0,0
49,10,70,0,0,1,1,1
43,9,40,0,0,1,1,1
62,14,40,0,0,0,1,1
59,9,40,0,0,0,0,0
44,14,20,0,0,1,1,1
52,13,50,0,0,1,1,1
24,3,40,0,0,1,1,0
17,7,25,0,0,1,0,0
52,8,60,0,0,1,1,1
40,9,60,0,0,1,0,0
32,10,40,0,0,1,1,1
22,10,40,0,0,1,1,0
44,10,40,0,0,1,1,1
39,13,40,0,0,1,0,1
58,9,60,0,0,1,1,1
34,11,60,0,0,1,1,1
43,9,40,0,0,1,1,0
40,15,70,99999,0,1,1,1
27,9,40,0,0,0,1,0
50,12,40,0,0,1,1,1
61,13,40,0,0,1,1,1
37,10,39,0,0,0,0,0
39,13,50,0,1887,1,1,1
65,14,39,0,0,1,1,1
20,10,12,0,0,0,0,0
31,11,40,0,1740,1,1,0
46,9,40,0,0,1,1,1
37,7,44,3103,0,1,1,1
44,9,40,0,0,1,0,0
50,10,40,0,0,1,0,0
38,15,45,0,0,1,1,1
48,12,40,0,0,0,0,0
36,9,40,4386,0,1,1,1
25,9,43,0,0,0,0,0
33,7,40,0,0,1,0,0
35,9,50,7688,0,1,1,1
25,3,40,0,0,1,1,0
55,14,55,3103,0,1,1,1
25,10,30,0,0,1,0,0
42,13,40,7688,0,1,1,1
31,15,99,0,0,0,1,1
40,9,40,0,0,1,0,0
44,14,40,0,0,1,1,0
39,11,40,0,0,1,1,0
27,10,48,0,0,1,0,0
49,10,40,0,0,1,0,0
22,10,40,0,0,0,0,0
35,13,50,15024,0,1,1,1
29,10,35,0,0,1,0,0
48,9,20,0,0,0,0,0
